mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh2,diachi_tinhtp,xeploai,soquyetdinh,ngaycapvb,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,diemrl_TB,dtb_hk1,dtb_hk2,dtb_hk3,dtb_hk4,dtb_hk5,dtb_hk6,dtb_hk7,dtb_hk8,dtb_hk9,dtb_hk10,chungchi_av,dtb_toankhoa,dtb_tichluy,sotc_tichluy,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_daura,hocky_thu,label
62F3C56EXPvAibaEXe/JKySBFnJ8Il4SUE5mDkrL,1996,Nam, Hà Tĩnh, CNTT0001, KTTT, CQUI,2014, D480201, Tỉnh Hà Tĩnh,,,,68,64,66,66,66,66,66,66,66,66,66,3.41,6.61,3.12,4.46,5.03,0.93,0.0,0.34,6.26,2.9,0,3.5,6.37,162,17,19,24,15,10,23,12,19,7,16,125,10,0
D368677CXPvAibaEXe+pDN88/1DR4Fvc8euLv+LV,1996,Nam, Gia Lai, KHMT2014, KHMT, CQUI,2014, D480101, Tỉnh Gia Lai, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,83,78,80,80,80,80,80,80,-1,-1,80,7.85,6.72,7.33,7.3,7.96,7.76,8.75,7.65,-1.0,-1.0,0,7.61,7.61,142,13,21,22,22,20,20,16,8,-1,-1,126,8,1
D368FCEEXPvAibaEXe+Xxbs4kvH/k0yInR6LoZNO,1996,Nam, Đồng Nai, HTTT0001, HTTT, CTTT,2014, D480104, Tỉnh Đồng Nai, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,80,81,80,80,80,80,80,80,80,80,80,6.34,6.65,5.72,7.69,9.39,8.71,8.15,7.78,7.5,8.6,1,7.69,7.69,131,19,13,16,19,7,16,15,13,9,4,140,10,0
AC1C8EEAXPvAibaEXe9j81k8MH0oJxuwRM2LEA+T,1996,Nam, TP. Hồ Chí Minh, KTPM2014, CNPM, CQUI,2014, D480103, Thành phố Hồ Chí Minh, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,80,80,80,80,80,80,80,80,80,-1,80,8.29,8.84,7.89,9.02,7.66,8.8,8.37,8.06,9.1,-1.0,1,8.39,8.39,153,17,21,27,17,18,15,14,14,10,-1,136,9,0
7ACF155CXPvAibaEXe/m6K07u0dn96OeUHTRay32,1996,Nam, Đồng Tháp, HTTT0001, HTTT, CLC,2014, D480104, Tỉnh Đồng Tháp,,,,74,73,74,74,74,74,74,74,74,74,74,7.13,6.59,7.44,6.57,7.28,7.46,7.4,7.05,7.13,9.0,1,7.4,7.4,156,20,22,19,15,19,19,4,21,7,10,140,10,0
38D3371AXPvAibaEXe8zt9d6Yn9pDEc8FV9GJCTR,1995,Nam, Khánh Hòa, MMTT0001, MMT&TT, CQUI,2014, D480102, Tỉnh Khánh Hòa, 542/QĐ_ĐHCNTT, 542/QĐ_ĐHCNTT,2020-08-31,76,76,76,76,76,76,76,76,76,76,76,6.85,6.73,7.0,7.44,6.96,7.38,7.42,6.98,6.6,5.18,0,7.23,7.28,166,17,19,6,22,21,19,20,16,16,10,121,10,0
337855C4XPvAibaEXe/aPLdUCtOgChaC3lFbDhas,1996,Nam, Bình Định, KTPM0001, CNPM, CQUI,2014, D480103, Tỉnh Bình Định,,,,69,69,69,69,69,69,69,69,69,69,69,4.53,5.59,7.8,5.36,6.59,4.7,6.35,5.7,5.75,3.64,0,6.9,6.97,173,17,24,6,22,21,8,17,23,22,13,136,10,0
6318371CXPvAibaEXe+kaKwPBw23VpFNi+IVGdqi,1996,Nam, TP. Hồ Chí Minh, MMTT2014, MMT&TT, CQUI,2014, D480102, Thành phố Hồ Chí Minh, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,93,93,93,93,93,93,93,93,93,-1,93,8.12,7.34,6.97,7.95,7.63,8.09,8.18,8.4,8.0,-1.0,0,7.78,7.78,149,17,20,23,18,16,20,14,11,10,-1,121,9,0
D3776D36XPvAibaEXe8FWWF7xHXRANfzexilJ2RG,1996,Nam, Đăk Lăk, HTTT2014, HTTT, CQUI,2014, D480104, Tỉnh Đắk Lắk,,,,64,64,64,64,-1,-1,-1,-1,-1,-1,64,2.0,2.86,0.29,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1.19,5.43,49,13,7,16,13,-1,-1,-1,-1,-1,-1,140,4,1
D712BFCEXPvAibaEXe9MSDlNDFbYdstcpztF17Qf,1996,Nam, Thành phố Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,2014, D480102, Thành phố Hồ Chí Minh, 960/QĐ-ĐHCNTT, 960/QĐ-ĐHCNTT,2019-12-31,61,61,61,61,61,61,61,61,61,61,61,3.88,3.2,6.1,6.03,5.91,6.66,6.22,7.11,5.9,7.07,0,6.72,6.81,162,17,21,6,21,23,7,20,26,3,18,121,10,0
339A3FEFXPvAibaEXe9o3csoNuwUvNaLcKo+Rrh/,1996,Nam, Tiền Giang, KTPM0001, CNPM, CQUI,2014, D480103, Thành phố Mỹ Tho, 542/QĐ_ĐHCNTT, 542/QĐ_ĐHCNTT,2020-08-31,80,80,80,80,80,80,80,80,-1,-1,80,7.44,8.36,6.93,7.62,7.74,6.37,7.5,8.45,-1.0,-1.0,0,7.73,7.73,152,17,23,20,20,19,17,19,17,-1,-1,136,8,0
D706D8ECXPvAibaEXe+PmhPN+9CWczgahZuyerO1,1996,Nam, Lâm Đồng, MMTT0001, MMT&TT, CQUI,2014, D480102, Tỉnh Lâm Đồng,,,,77,77,77,77,77,77,77,77,77,77,77,6.29,4.48,5.83,7.0,1.0,5.77,6.59,7.27,7.75,2.1,0,6.59,6.8,149,17,18,21,18,4,21,21,14,11,4,121,10,0
AF0718FBXPvAibaEXe+ai34rvuG7eAJPAByVWhNo,1996,Nam, Quảng Nam, KTMT0001, KTMT, CQUI,2014, D520214, Tỉnh Quảng Nam, 354/QĐ-ĐHCNTT, 354/QĐ-ĐHCNTT,2021-06-09,69,69,69,69,69,69,69,69,69,69,69,5.88,4.06,6.04,6.75,7.37,6.8,6.13,7.6,6.99,6.73,0,6.92,6.92,162,17,19,20,24,7,20,19,4,18,14,156,10,0
33D5DEBDXPvAibaEXe+iXJpjy6UOMANys+inFA/G,1996,Nam, Khánh Hoà, KHMT2014, KHMT, CQUI,2014, D480101, Tỉnh Khánh Hoà, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,62,62,62,62,62,62,62,62,-1,-1,62,6.79,6.27,7.22,7.49,7.56,7.38,7.75,6.0,-1.0,-1.0,0,7.2,7.2,146,17,19,25,22,21,16,16,10,-1,-1,126,8,1
38A7026DXPvAibaEXe9hSzSdeSAT0oxt8vTYvGic,1996,Nam, TP. Hồ Chí Minh, MMTT2014, MMT&TT, CQUI,2014, D480102, Thành phố Hồ Chí Minh, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,69,69,69,69,69,69,69,69,69,-1,69,7.31,7.92,7.9,7.98,7.44,8.59,8.06,8.39,9.2,-1.0,1,8.05,8.05,152,13,19,23,19,19,21,14,14,10,-1,121,9,0
AC17A2EBXPvAibaEXe+ltCXpm838vTWWVUsJrTsd,1996,Nam, TP. Hồ Chí Minh, KHMT2014, KHMT, CQUI,2014, D480101, Thành phố Hồ Chí Minh,,,,65,65,65,65,65,65,65,65,65,-1,65,6.82,4.43,7.4,5.61,4.98,0.93,0.0,0.52,0.0,-1.0,0,3.81,7.21,144,17,21,3,21,18,22,17,20,5,-1,126,9,0
38FB4ADDXPvAibaEXe8c53vaOKMxC0jV7Wt4ja3z,1996,Nam, Đồng Nai, KTMT2014, KTMT, CQUI,2014, D520214, Thành phố Biên Hòa,,,,100,100,100,100,100,100,-1,-1,-1,-1,100,9.44,8.19,9.67,9.2,9.26,0.73,-1.0,-1.0,-1.0,-1.0,0,7.86,9.12,107,17,22,21,17,14,16,-1,-1,-1,-1,156,6,0
7ADD3374XPvAibaEXe+9WAygB66RlEICjy0jtya5,1996,Nam, Đồng Nai, KTMT0001, KTMT, CLC,2014, D520214, Thành phố Biên Hoà,,,,67,67,67,67,67,67,67,67,67,67,67,4.92,6.45,6.5,7.42,6.92,7.1,6.91,7.74,8.3,8.5,0,6.97,6.97,152,24,21,21,14,19,12,15,13,10,3,156,10,0
B178A5FDXPvAibaEXe/Uev7j/8Ezmdfo/2MLaUaF,1996,Nam, Khánh Hòa, CNTT0001, KTTT, CQUI,2014, D480201, Tỉnh Khánh Hòa, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,69,79,74,74,74,74,74,74,-1,-1,74,7.65,6.36,7.34,7.23,7.78,7.41,7.47,8.0,-1.0,-1.0,0,7.36,7.36,141,13,19,26,18,22,17,16,10,-1,-1,125,8,0
D26D2640XPvAibaEXe9mCnb3+Zz/Pc0K5w1JVWo1,1996,Nam, Ninh Thuận, CNTT2014, KTTT, CQUI,2014, D480201, Tỉnh Ninh Thuận,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,125,1,1
396D7784XPvAibaEXe+TQJLvJOj4BcG6LAOxINL3,1996,Nữ, Hà Tĩnh, MMTT0001, MMT&TT, CQUI,2014, D480299, Tỉnh Hà Tĩnh, 761/QĐ-ĐHCNTT, 761/QĐ-ĐHCNTT,2019-11-05,85,79,82,82,82,82,82,82,82,-1,82,6.69,7.08,7.31,7.38,7.43,7.24,8.07,8.2,8.4,-1.0,0,7.45,7.45,148,13,24,24,24,13,13,18,9,10,-1,121,9,0
395D74D2XPvAibaEXe9ETemEVgJcUe5I5YlQTNgV,1995,Nam, Quảng Ngãi, HTTT0001, HTTT, CQUI,2014, D480104, Tỉnh Quảng Ngãi, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,76,69,72,72,72,72,72,72,72,72,72,6.94,4.48,8.11,7.05,8.4,7.12,6.92,6.82,7.3,8.47,0,7.36,7.36,169,17,19,26,21,4,20,25,17,3,17,140,10,0
789BE82DXPvAibaEXe/NRwqjPAC0MH7Z5B/F4F4Y,1996,Nam, Tây Ninh, KHMT2014, KHMT, CQUI,2014, D480101, Tỉnh Tây Ninh,,,,62,62,62,62,62,62,62,62,-1,-1,62,5.0,5.69,8.6,4.22,1.74,4.67,0.38,2.19,-1.0,-1.0,0,4.15,6.39,119,17,17,6,21,21,7,17,13,-1,-1,126,8,0
629C3839XPvAibaEXe+ltCXpm838vZrRMDX6sAPg,1996,Nam, Kiên Giang, MMTT0001, MMT&TT, CQUI,2014, D480102, Tỉnh Kiên Giang,,,,72,72,72,72,72,72,72,72,72,-1,72,7.77,6.88,8.23,6.82,7.16,7.52,7.07,8.05,7.94,-1.0,0,7.5,7.5,153,13,19,23,26,14,19,18,11,10,-1,121,9,0
697EDC98XPvAibaEXe8dEe4TA8wgH56QOkqr6AGx,1995,Nam, TP. Hồ Chí Minh, KHTN2014, KHMT, CNTN,2014, D480101, Thành phố Hồ Chí Minh, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,96,96,96,96,96,96,96,96,-1,-1,96,8.68,7.58,8.28,8.47,8.04,8.35,8.61,9.4,-1.0,-1.0,0,8.34,8.34,149,17,22,20,22,19,24,15,10,-1,-1,121,8,1
62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,1996,Nam, Bến Tre, KHMT2014, KHMT, CQUI,2014, D480101, Tỉnh Bến Tre,,,,79,79,79,79,79,79,79,79,-1,-1,79,3.12,5.85,7.54,3.5,1.39,1.41,2.34,0.0,-1.0,-1.0,0,3.57,6.25,131,13,22,7,24,24,7,16,18,-1,-1,126,8,0
660D512BXPvAibaEXe+sRe0ac318A7SvjWgGG7tS,1996,Nữ, Đồng Nai, HTTT0001, HTTT, CLC,2014, D480104, Tỉnh Bình Phước, 325/QĐ_ĐHCNTT, 325/QĐ_ĐHCNTT,2020-06-19,70,70,70,70,70,70,70,70,70,70,70,5.08,5.67,6.28,6.07,5.9,6.17,6.2,5.83,5.3,6.5,0,6.27,6.27,181,20,24,24,19,24,22,3,20,8,17,140,10,0
39115EE5XPvAibaEXe/5SY0P9d9+eOdlmFFtHNpT,1996,Nam, Thành phố Hồ Chí Minh, KTMT2014, KTMT, CQUI,2014, D520214, Quận 9, 443-QD-DHCNTT, 443-QD-DHCNTT,2019-08-01,74,74,74,74,74,74,74,74,74,74,74,8.18,3.72,7.84,6.15,7.2,5.78,6.35,6.76,7.43,8.23,0,7.26,7.26,173,17,19,25,27,3,17,16,19,16,14,156,10,0
D349E207XPvAibaEXe/aPLdUCtOgChkEtg7JE0Ca,1995,Nam, Quảng Ngãi, PMCL2014.2, CNPM, CLC,2014, D480103, Tỉnh Đắk Lắk,,,,86,86,86,86,86,86,-1,-1,-1,-1,86,6.6,6.72,4.43,4.48,5.82,0.0,-1.0,-1.0,-1.0,-1.0,0,4.86,6.72,122,20,21,21,16,25,19,-1,-1,-1,-1,121,6,1
A04A5CCEXPvAibaEXe+9WAygB66RlF4HE3xKTe4q,1996,Nam, Bình Phước, HTTT0001, HTTT, CLC,2014, D480104, Xã Thuận Phú,,,,83,80,82,82,82,82,82,82,82,-1,82,6.65,6.07,7.74,7.32,7.78,7.18,7.01,5.63,8.2,-1.0,0,7.18,7.18,153,20,19,24,21,16,16,20,7,10,-1,140,9,0
65FDEF74XPvAibaEXe+tg0ae8qw/gghq0yx/iAFL,1996,Nam, Tiền Giang, CNTT0001, KTTT, CQUI,2014, D480201, Tỉnh Tiền Giang,,,,72,66,69,69,69,69,69,69,69,-1,69,6.08,6.76,5.73,6.15,7.2,6.45,7.21,6.18,7.34,-1.0,0,6.55,6.55,147,13,21,23,22,4,24,14,16,10,-1,125,9,0
65A8CE1EXPvAibaEXe+tg0ae8qw/gqDz/d+/K6ii,1996,Nam, Bà Rịa - Vũng Tàu, KTPM2014, CNPM, CQUI,2014, D480103, Tỉnh Bà Rịa - Vũng Tàu,,,,52,52,52,52,52,52,-1,-1,-1,-1,52,4.42,3.11,4.45,2.26,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,2.7,5.46,93,13,23,21,17,15,4,-1,-1,-1,-1,136,6,1
6988D28AXPvAibaEXe9MSDlNDFbYdo3rYOhSopw2,1996,Nam, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CQUI,2014, D480103, Thành phố Hồ Chí Minh,,,,52,52,52,52,52,52,52,52,52,52,52,6.26,7.08,8.2,5.59,5.47,6.61,4.21,5.34,4.65,5.4,0,5.0,6.84,165,17,15,3,19,21,22,20,23,21,4,136,10,0
A191B068XPvAibaEXe9MSDlNDFbYdoCiNVMOPF2D,1996,Nữ, TP. Hồ Chí Minh, KTMT2014, KTMT, CQUI,2014, D520214, Thành phố Hồ Chí Minh,,,,81,81,81,81,81,81,81,81,81,-1,81,7.82,7.14,8.69,8.48,7.41,8.06,8.07,3.73,0.0,-1.0,0,7.72,8.02,136,17,22,23,15,14,20,14,9,2,-1,156,9,0
CB53EA26XPvAibaEXe9ZsjBGMHTvpmz4F0tQQH4U,1996,Nam, Bình Định, KTMT0001, KTMT, CQUI,2014, D520214, Tỉnh Bình Định,,,,68,68,68,68,68,68,68,68,68,68,68,5.82,5.95,7.51,7.47,6.91,6.36,7.78,8.22,8.26,9.0,0,7.38,7.38,159,17,22,7,21,21,16,16,17,12,10,156,10,0
B3340294XPvAibaEXe9ZsjBGMHTvpg2yYeSPyWxL,1996,Nam, Hà Tĩnh, HTTT0001, HTTT, CQUI,2014, D480104, Tỉnh Hà Tĩnh, 214/QĐ_ĐHCNTT, 214/QĐ_ĐHCNTT,2020-05-18,77,77,77,77,77,77,77,77,77,-1,77,6.91,7.06,7.27,7.03,7.15,6.72,7.82,6.35,7.04,-1.0,0,7.08,7.08,153,17,18,24,21,16,15,20,15,7,-1,140,9,0
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,1996,Nam, Bình Định, KTMT2014, KTMT, CQUI,2014, D520214, Tỉnh Bình Định, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,87,75,81,81,81,81,81,81,81,-1,81,8.38,7.43,7.41,7.07,6.8,6.29,7.21,8.41,8.5,-1.0,0,7.52,7.59,166,13,22,30,20,20,23,20,8,10,-1,156,9,0
A92C7D7EXPvAibaEXe/9XMaU/9dsP3ZMX8Z2sU3/,1996,Nam, Đồng Nai, KHMT0001, KHMT, CQUI,2014, D480101, Tỉnh Đồng Nai, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,64,64,64,64,64,64,64,64,-1,-1,64,8.44,8.07,8.89,8.45,8.66,8.38,9.03,9.5,-1.0,-1.0,1,8.64,8.64,148,17,20,21,20,26,16,16,12,-1,-1,126,8,0
C41169F1XPvAibaEXe9V1gtTDRnQF9kTkEvGMi6j,1996,Nam, Đắc Nông, KHTN2014, KHMT, CNTN,2014, D480101, Thị xã Bình Long, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,88,86,87,87,87,87,87,87,-1,-1,87,9.42,8.48,8.26,7.7,8.33,8.78,8.73,9.6,-1.0,-1.0,0,8.51,8.51,141,13,21,24,26,16,16,15,10,-1,-1,121,8,1
4B945B9BXPvAibaEXe8dEe4TA8wgH0EI0hl/TVwM,1996,Nam, Quảng Bình, KHTN2014, KHMT, CNTN,2014, D480101, Tỉnh Quảng Bình, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,79,79,79,79,79,79,79,79,-1,-1,79,7.94,7.58,7.6,7.92,8.35,8.48,9.13,9.2,-1.0,-1.0,0,8.17,8.17,137,17,19,22,22,16,16,15,10,-1,-1,121,8,1
C448BDFDXPvAibaEXe/MCL0qpDhx02kv1HHNdQzF,1996,Nam, Thái Bình, MTCL2014, KTMT, CLC,2014, D520214, Thành phố Hồ Chí Minh,,,,59,59,59,59,59,59,59,59,-1,-1,59,5.19,4.11,4.48,0.63,5.7,6.17,6.77,5.3,-1.0,-1.0,0,4.97,6.12,118,24,23,22,11,6,14,10,8,-1,-1,121,8,0
C455032AXPvAibaEXe+NJiMjcH3vhNjDTbd/VozU,1996,Nam, Trà Vinh, KTPM2014, CNPM, CQUI,2014, D480103, Tỉnh Trà Vinh,,,,72,72,72,-1,-1,-1,-1,-1,-1,-1,72,9.0,7.78,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4.85,8.36,62,17,19,26,-1,-1,-1,-1,-1,-1,-1,136,3,1
71A74519XPvAibaEXe9afbyrOJH5CJKyLoWKNB+S,1996,Nữ, Trà Vinh, HTTT0001, HTTT, CQUI,2014, D52480104, Tỉnh Vĩnh Long, 960/QĐ-ĐHCNTT, 960/QĐ-ĐHCNTT,2019-12-31,89,89,89,89,89,89,89,89,89,-1,89,7.35,6.38,7.16,6.87,7.44,7.22,7.61,7.9,8.5,-1.0,1,7.31,7.31,161,13,26,22,30,20,18,21,8,3,-1,140,9,0
6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,1996,Nam, Đà Nẵng, KHMT2014, KHMT, CQUI,2014, D480101, Thành phố Đà Nẵng, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,91,91,91,91,91,91,91,91,91,91,91,8.88,5.97,5.76,4.14,8.0,8.51,8.26,7.35,9.05,9.3,0,7.96,7.96,171,13,26,30,19,4,27,20,8,14,10,126,10,0
4B3F84A7XPvAibaEXe9PHS03bFe3hLVudgsWZCZi,1996,Nam, Thành phố Hồ Chí Minh, CNTT0001, KTTT, CQUI,2014, D480201, Thành phố Hồ Chí Minh,,,,73,68,70,70,70,70,70,70,70,70,70,3.71,4.45,7.5,5.46,6.2,4.55,5.35,3.96,5.75,6.47,0,5.77,6.18,175,17,11,4,24,27,8,28,22,8,26,125,10,0
BA12C8CAXPvAibaEXe/JKySBFnJ8Ilo2VBMQbXTT,1996,Nam, Lâm Đồng, HTTT0001, HTTT, CQUI,2014, D52480104, Tỉnh Lâm Đồng, 960/QĐ-ĐHCNTT, 960/QĐ-ĐHCNTT,2019-12-31,77,71,74,74,74,74,74,74,74,74,74,5.68,4.4,6.55,6.38,7.03,6.65,6.25,5.86,3.7,4.99,1,6.62,6.86,183,17,19,25,20,23,24,24,21,3,7,140,10,0
C487ABC7XPvAibaEXe9tdh69VvZt12fRzaFDX/GE,1995,Nam, Thái Bình, KHMT0001, KHMT, CNTN,2014, D480101, Huyện Đức Linh, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,90,90,90,90,90,90,90,90,-1,-1,90,7.58,7.27,7.9,8.95,7.88,8.83,7.73,8.5,-1.0,-1.0,0,7.99,7.99,141,24,21,24,15,16,16,15,10,-1,-1,126,8,0
579C9282XPvAibaEXe8T1DiYsmlfsZ4rtPqBNBkc,1996,Nữ, Bình Dương, HTTT2014, HTTT, CQUI,2014, D480104, Xã Lạc An, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,90,90,90,90,90,90,90,90,90,-1,90,7.29,8.28,8.22,8.77,8.85,8.75,8.39,8.07,8.21,-1.0,1,8.34,8.34,160,17,26,27,14,24,18,17,7,10,-1,140,9,0
6D968F69XPvAibaEXe/Ko3VBeq65/zndFEyy3pth,1996,Nam, Tây Ninh, MTCL2014, KTMT, CLC,2014, D520214, Quận 6, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,81,81,81,81,81,81,81,81,81,-1,81,7.25,6.35,7.01,6.34,7.03,7.32,7.26,9.06,8.7,-1.0,0,7.25,7.25,148,24,25,20,15,16,15,18,5,10,-1,121,9,0
C4A25FD9XPvAibaEXe/VTtmkh7JuOu9brTgWI9JZ,1995,Nam, Vĩnh Long, PMCL2014.1, CNPM, CLC,2014, D480103, Thành phố Hồ Chí Minh,,,,80,80,80,-1,-1,-1,-1,-1,-1,-1,80,8.1,7.49,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,6.24,7.83,54,24,19,11,-1,-1,-1,-1,-1,-1,-1,121,3,1
71BC010DXPvAibaEXe+tg0ae8qw/gtY2BN7e6Qx5,1996,Nam, Bình Định, MMTT0001, MMT&TT, CQUI,2014, D480102, Tỉnh Bình Định,,,,93,93,93,93,93,93,93,93,93,93,93,5.5,5.76,7.39,6.74,7.56,7.82,7.99,8.36,8.88,8.86,0,7.56,7.56,163,17,19,7,24,25,16,20,14,5,16,121,10,0
C4B3CA0DXPvAibaEXe/rp0ev/rDe07HQer5abv+7,1996,Nam, TP. Hồ Chí Minh, MMTT2014, MMT&TT, CQUI,2014, D480102, Thành phố Hồ Chí Minh,,,,65,65,65,65,65,65,65,65,65,-1,65,4.12,6.15,7.3,6.13,0.16,0.0,4.86,1.21,0.43,-1.0,0,4.69,6.74,129,17,20,6,19,15,7,18,15,12,-1,121,9,0
57A9F0AEXPvAibaEXe8T1DiYsmlfsSBkagc8gdBG,1996,Nam, Đồng Nai, KHMT2014, KHMT, CQUI,2014, D480101, Thành phố Biên Hòa, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,75,75,75,75,75,75,75,75,-1,-1,75,7.26,6.47,8.41,8.42,8.3,5.53,6.83,6.58,-1.0,-1.0,0,7.36,7.88,156,17,19,25,22,16,16,21,20,-1,-1,126,8,1
5744B505XPvAibaEXe/9n4RXguPAYLy1ULuVcNNN,1996,Nam, Bà Rịa - Vũng Tàu, KTMT0001, KTMT, CQUI,2014, D520214, Huyện Xuyên Mộc, 960/QĐ-ĐHCNTT, 960/QĐ-ĐHCNTT,2019-12-31,84,84,84,84,84,84,84,84,84,-1,84,7.81,6.2,7.05,7.6,7.18,6.4,7.56,8.37,9.0,-1.0,0,7.29,7.29,150,13,22,25,21,16,16,16,11,10,-1,156,9,0
4BCDE9E4XPvAibaEXe9j81k8MH0oJzBMQzZIDTvQ,1996,Nữ, Cần Thơ, KHMT2014, KHMT, CQUI,2014, D480101, Thành phố Cần Thơ,,,,80,80,80,-1,-1,-1,-1,-1,-1,-1,80,6.31,6.0,0.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4.24,6.47,69,24,21,24,-1,-1,-1,-1,-1,-1,-1,126,3,1
C3E0BACEXPvAibaEXe8zBeLfIMmoBC4sDuuDh1j3,1994,Nam, Đăk Lăk, TMĐT2014, HTTT, CQUI,2014, D52480104, Huyện Krông Pắc,,,,67,43,55,55,55,55,55,-1,-1,-1,55,2.38,3.91,8.4,4.76,1.19,0.22,0.88,-1.0,-1.0,-1.0,0,2.64,7.32,122,17,19,6,24,17,24,15,-1,-1,-1,126,7,1
C3C96EC6XPvAibaEXe/kJUgsv26Ua3AxeitbvmZB,1996,Nữ, Gia Lai, KHMT0001, KHMT, CQUI,2014, D480101, Tỉnh Gia Lai, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,95,95,95,95,95,95,95,95,-1,-1,95,7.03,7.54,7.06,9.05,8.63,8.34,8.83,9.8,-1.0,-1.0,0,8.11,8.11,144,17,24,24,15,16,20,18,10,-1,-1,126,8,0
A8BD5949XPvAibaEXe8VdV75E6kcrsuWF8AM2frY,1996,Nữ, Phú Yên, HTTT2014, HTTT, CQUI,2014, D480104, Tỉnh Phú Yên, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,81,89,85,85,85,85,85,85,85,-1,85,8.59,8.36,8.25,8.28,8.9,9.07,8.93,8.4,9.2,-1.0,1,8.63,8.63,153,17,19,26,22,20,18,17,4,10,-1,140,9,0
C2D5C593XPvAibaEXe/tRbq0ZEBEr8F6sfm48C9n,1996,Nam, Đồng Nai, KTMT2014, KTMT, CQUI,2014, D520214, Tỉnh Đắk Nông,,,,99,99,99,99,99,99,99,-1,-1,-1,99,7.12,6.73,8.03,7.61,7.78,1.12,0.0,-1.0,-1.0,-1.0,0,5.88,7.48,127,17,21,26,16,17,19,11,-1,-1,-1,156,7,0
C2ED6C14XPvAibaEXe/tRbq0ZEBEr/8hzad0hDwj,1996,Nam, Vĩnh Long, MMTT2014, MMT&TT, CQUI,2014, D480102, Tỉnh Vĩnh Long, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,68,68,68,68,68,68,68,68,68,68,68,6.94,5.23,6.32,7.76,6.87,7.49,7.53,7.88,6.0,8.13,0,7.25,7.25,166,17,24,30,16,23,17,17,8,4,10,121,10,0
4CF4D526XPvAibaEXe97q47CdxnNZGqx1X96feAw,1996,Nam, Nghệ An, MMTT0001, MMT&TT, CQUI,2014, D480102, Tỉnh Nghệ An, 960/QĐ-ĐHCNTT, 960/QĐ-ĐHCNTT,2019-12-31,68,68,68,68,68,68,68,68,68,-1,68,6.77,6.16,7.26,7.34,6.6,7.78,8.0,7.18,7.29,-1.0,0,7.15,7.15,149,13,19,21,23,19,22,14,8,10,-1,121,9,0
